date,url,username,content,location,lanuage
2022-11-04 23:54:11+00:00,https://twitter.com/maisribatejo/status/1588681042134720515,maisribatejo,"A 'startup' Theneo, da Geórgia, que utiliza inteligência artificial e ‘machine learning’, venceu o ‘pitch’ na edição deste ano da Web Summit, foi hoje anunciado.

https://t.co/7pQ7jHjfhP https://t.co/EcZoE9h8RJ",,pt
2022-11-04 23:53:26+00:00,https://twitter.com/DunleavyBernard/status/1588680854402129921,DunleavyBernard,"That’s the end of my first Web Summit and I have to say I can’t remember attending a more energising, more intriguing, more optimistic and downright buzzier event: believe the hype! @WebSummit https://t.co/LnwKEx0lZ9","Dublin City, Ireland",en
2022-11-04 23:36:38+00:00,https://twitter.com/davidkirzner/status/1588676625386057730,davidkirzner,"No primeiro ano o Web Summit acho que até enganou bem. Mas a partir do segundo confesso que não entendo como é que gente normal paga uma fortuna para ver gente dando discurso motivacional de geeks. Se é para isso, dá para ver no YouTube de graça, sabiam?",Lisbon,pt
2022-11-04 23:36:34+00:00,https://twitter.com/CPA_Trendlines/status/1588676609116340225,CPA_Trendlines,"Breakingviews - Lisbon tech schmooze takes baby steps to reality: https://t.co/oLEQiYGZ2B - Tech bubbles are bursting everywhere. Web Summit, the sector’s annual bash held in Lisbon, is doing the opposite. Volumes of newly… https://t.co/kOJJeXKz9B ppli #SMB #Accounting #Fintech https://t.co/xKPkZQ79Yg","New York, USA",en
2022-11-04 23:30:36+00:00,https://twitter.com/Crypto24Crypto/status/1588675109027471367,Crypto24Crypto,"Web Summit Lisbon, Nov. 4: Latest updates from Cointelegraph’s ground team  https://t.co/TyTPd9sIpm",,en
2022-11-04 23:29:13+00:00,https://twitter.com/yuacoochi/status/1588674761491886081,yuacoochi,"「2023 年半ばまでに、 #bitcoin が 250,000 ドルに達すると予想しています」と、Draper 氏は今週の Web Summit 2022 イベントで説明しました。 https://t.co/FkAtEY4TxA",,ja
2022-11-04 23:28:38+00:00,https://twitter.com/cynthianna3/status/1588674613122199552,cynthianna3,Ukrainian First Lady Zelenska Ordered The Grayzone's Web Summit Cancellation https://t.co/Q2YSMmtKU5 via @scheer_post,Gilead,en
2022-11-04 23:27:20+00:00,https://twitter.com/pgorjao/status/1588674286990262272,pgorjao,🛴 A CRISTINA foi à web summit. https://t.co/VchRHTNeNk,Portugal,fr
2022-11-04 23:25:22+00:00,https://twitter.com/cfeliciano28/status/1588673789399011329,cfeliciano28,@joannafsramos agora vai ver o inglês do post q ela fez no insta sobre o web summit 😭,coucou,pt
2022-11-04 23:22:02+00:00,https://twitter.com/Cleeeese/status/1588672953088368640,Cleeeese,Web Summit: Programa tem vouchers de 30 mil euros para três mil startups https://t.co/dGklx3kggr https://t.co/CNCOH2F3Qi,,pt
2022-11-04 23:16:33+00:00,https://twitter.com/SirFernandoM/status/1588671572197642240,SirFernandoM,@FFigueiredoCor O Marcelo depois de saber que tinha ganho na rifa uma ida ao Web Summit no Brasil...,,pt
2022-11-04 23:13:02+00:00,https://twitter.com/carlosdmcorreia/status/1588670686960439297,carlosdmcorreia,"In the TED’s message to Web Summit - “Ideas worth spreading”, @TEDchris spoke about two pets that we all have inside of us, the procrastinator 🆚 the productive. So many apps have been feeding Jabby… So he challenged us to create apps to feed Yodel. Let’s do it 👨‍💻 https://t.co/Rmi9MrdC7c","Coimbra, Portugal",en
2022-11-04 23:02:56+00:00,https://twitter.com/tuga_honesto/status/1588668143919955968,tuga_honesto,"@FFigueiredoCor Este circo https://t.co/XAseaYBRId nunca contrataria um palhaço tuga tão fraco, e até já teve palhaços tugas!!! Valha-lhe o circo Web Summit...onde vão muitos palhaços para ficarem com a carteira mais aliviada!!!",Lisboa,pt
2022-11-04 22:59:42+00:00,https://twitter.com/EPA_Images/status/1588667332221698048,EPA_Images,"US philosopher Noam Chomsky attends a talk via videoconference at the 2022 Web Summit in Lisbon, Portugal, 04 November 2022. 📷️ epa / LUSA / Jose Sena Goulao

#NoamChomsky #WebSummit #epaimages https://t.co/QR7M834lb2",Worldwide,en
2022-11-04 22:56:12+00:00,https://twitter.com/metaclubf/status/1588666450457550848,metaclubf,"@CourtSideNFT Crazy to come across a web3 project with the same mission as us at the web summit too! 

Drop us a message, would love to chat!",United Kingdom,en
2022-11-04 22:55:34+00:00,https://twitter.com/Ricocunhalay/status/1588666291531186176,Ricocunhalay,"@stefos07409904 @DeansEpoch @IOHK_Charles Yep, unfortunately these panels at the Web Summit are quite short and seem to end just as things are getting interesting.

Amazing how these “economists” bring up the minus 99% argument and choose to ignore what’s happened with equities this year or with Amazon in the 2000s.","Lisbon, Portugal",en
2022-11-04 22:55:17+00:00,https://twitter.com/cataxschitco/status/1588666221066870784,cataxschitco,Se há coisa engraçada na época da Web Summit é ver as americanas de salto alto na calçada portuguesa. Que mimo 😂,Somewhere,pt
2022-11-04 22:50:05+00:00,https://twitter.com/Cleeeese/status/1588664909830967296,Cleeeese,Altice regista mais de 50 terabytes de tráfego de dados na Web Summit https://t.co/RPiJQy4Reh https://t.co/87e5gWcttz,,pt
2022-11-04 22:50:04+00:00,https://twitter.com/dinheiro_vivo/status/1588664907419226112,dinheiro_vivo,Altice regista mais de 50 terabytes de tráfego de dados na Web Summit https://t.co/DeQ7x7hmg1 https://t.co/1k9tm3iL1y,Lisboa - Portugal,pt
2022-11-04 22:50:00+00:00,https://twitter.com/RTPNoticias/status/1588664889509400577,RTPNoticias,Terminou a sétima edição da Web Summit em Lisboa https://t.co/AnpnHvFuHb,Portugal,pt
2022-11-04 22:49:32+00:00,https://twitter.com/altssizzler/status/1588664773587226627,altssizzler,"BREAKING: #Bitcoin will hit $250,000 by mid-2023 — Tim Draper explained at the Web Summit 2022",Crypto,en
2022-11-04 22:49:09+00:00,https://twitter.com/hugofvmoura/status/1588664674710880256,hugofvmoura,Web Summit muito fraca. Nem uma polémica com o custo das camisolas. Nada.,,pt
2022-11-04 22:48:02+00:00,https://twitter.com/quemdizequeme/status/1588664395428597761,quemdizequeme,"Não sei o que é mais hilariante, a Cristina Ferreira ensinar o verbo to be na web summit ou o argumento utilizado pela Sara Sampaio para ser a nova Chief Innovation Officer da Phunk! 😂😂😂",Invictus,pt
2022-11-04 22:45:26+00:00,https://twitter.com/barramaurizio/status/1588663742442737665,barramaurizio,Il ministro portoghese Fernando Medina al Web Summit https://t.co/obR0tmiwth,Torino,it
2022-11-04 22:43:09+00:00,https://twitter.com/Team_LesFutes/status/1588663168280035330,Team_LesFutes,"""D'ici la mi-2023, je m'attends à voir #bitcoin atteindre 250,000$"", a expliqué Draper lors de l'événement Web Summit 2022 cette semaine. https://t.co/PxSGMCpMBt",,fr
2022-11-04 22:42:45+00:00,https://twitter.com/bitcoinagile/status/1588663066387939329,bitcoinagile,Dour Mood at Web Summit Conference for Unicorn Hopefuls and Crypto #bitcoin #crypto https://t.co/5CXvL4xoUG https://t.co/OJSVGn6f3c,Matter Doesn't Matter,en
2022-11-04 22:42:38+00:00,https://twitter.com/AshiCapital/status/1588663037820559362,AshiCapital,"Dour Mood at Web Summit Conference for Unicorn Hopefuls and Crypto https://t.co/cOaAUcjMos

#crypto #bitcoin #cryptocurrency #blockchain #ethereum","New York, NY",en
2022-11-04 22:40:00+00:00,https://twitter.com/RTPNoticias/status/1588662372842889218,RTPNoticias,Web Summit. Eva Longoria pede empatia no mundo tecnológico https://t.co/MrcfPuo4St,Portugal,es
2022-11-04 22:39:17+00:00,https://twitter.com/SirFernandoM/status/1588662193246986241,SirFernandoM,@mendoncamc Esta reacção do foi depois de saber que ia também à Web Summit do Rio de Janeiro... Saiu-lhe no sorteio de uma barraquinha..,,pt
2022-11-04 22:35:44+00:00,https://twitter.com/gemeniiii/status/1588661302108749824,gemeniiii,@Dechtire Web summit ?,,en
2022-11-04 22:34:47+00:00,https://twitter.com/AgathaMarple3/status/1588661062798229504,AgathaMarple3,@AvaJames_21 A perfect choice to speak at a web summit — according to his “book” and that law suit he’s been known to weave  webs…,Canada,en
2022-11-04 22:30:00+00:00,https://twitter.com/L_i_ttleBoy/status/1588659858085056512,L_i_ttleBoy,"⚠️ BREAKING NEWS ⚠️
@cz_binance at the 2022 Web Summit expressed that the crypto bear market following the previous cycles ""could see a quick recovery starting next year"".😍🧡✨
Positivity!🦾🦾
Follow me✔️
RT🤝

#btcusd #blockchain  #btc #cryptocurrency #price #crypto #money",#Bitcoin,en
2022-11-04 22:23:29+00:00,https://twitter.com/YuanZhangCrypto/status/1588658219378941954,YuanZhangCrypto,"BTCTN: ""By mid-2023, I’m expecting to see #bitcoin hit $250,000,"" Draper explained at the Web Summit 2022 event this week. https://t.co/m8UtKveZeg",,en
2022-11-04 22:21:27+00:00,https://twitter.com/VNiculescu/status/1588657707623788544,VNiculescu,"Booth day at Web Summit has ended with loads of new connections, partners, clients from all over the world… new ideas to pursue and of course a lot of fun with the Flowpoint gang 🦄 Next year we’ll see you again Lisbon @flowpoint_ai https://t.co/GuVUqOphYL","London, England",en
2022-11-04 22:21:12+00:00,https://twitter.com/CoinHubCC/status/1588657640833417217,CoinHubCC,"BREAKING: #Bitcoin will hit $250,000 by mid-2023 — Tim Draper explained at the Web Summit 2022",,en
2022-11-04 22:20:46+00:00,https://twitter.com/epocanegocios/status/1588657531752435713,epocanegocios,"Estar sozinho em um evento desta magnitude só funciona com organização. E o app do Web Summit é fantástico para este fim: é possível planejar com antecedência todas as palestras, masterclasses, talk e pitches que você quer ver.

https://t.co/BEQqWIjUiG",Brasil,pt
2022-11-04 22:20:45+00:00,https://twitter.com/Infinity__Live/status/1588657528316960768,Infinity__Live,"&lt;&gt;&lt;&gt; come along - the web summit after party, if you will :)

#WebSummit #3DWebSummit #xsg #metaverse #lisbon #lisboa https://t.co/cAQOVexsWR","Earth, for now :)",en
2022-11-04 22:17:07+00:00,https://twitter.com/cfilipept/status/1588656615032770562,cfilipept,"@marinapaula77 Web summit. O importante é ter uma vista bem lavada. Quando tenho que ir a Lisboa, à baixa, vou de palas porque senão é acidente pela certa!!!",,pt
2022-11-04 22:15:00+00:00,https://twitter.com/gugurau/status/1588656083367002112,gugurau,Não consigo conceber uma Web Summit sem o Rei dos Catalisadores,,pt
