date,url,username,content,location,lanuage
2022-11-03 23:54:23+00:00,https://twitter.com/Willcan20/status/1588318707239227392,Willcan20,"同社の代表であるCZ氏がWeb Summitカンファレンスでブルームバーグの取材を受けて示唆した内容。「ある種のローカルライセンスを持っている決済サービスプロバイダーや伝統的な銀行がたくさんあるが、私たちはそういった分野に興味がある」と発言。

https://t.co/hrTHAPutRi",,ja
2022-11-03 23:52:16+00:00,https://twitter.com/jbrenner2000/status/1588318171961864192,jbrenner2000,"@aaronjmate Translation -  Using the Google Tankie to English setting: ""the Web Summit organizers chose the Ukrainian 1st lady over us""",,en
2022-11-03 23:51:55+00:00,https://twitter.com/Sans_culottes89/status/1588318086461272064,Sans_culottes89,Ukrainian First Lady Zelenska ordered The Grayzone's Web Summit cancellation https://t.co/HYMMAax5mw via @TheGrayzoneNews,north Yorkshire.  UK,en
2022-11-03 23:51:51+00:00,https://twitter.com/Gorecki20/status/1588318066374455296,Gorecki20,Será que com o web summit as escadas rolantes da estação do chiado estão a funcionar?,Portugal,pt
2022-11-03 23:51:50+00:00,https://twitter.com/BillyLinehan/status/1588318065506545664,BillyLinehan,"From Indo  - Cosgrave defends dinner with pro-Russian journalists he had  disinvited from Web Summit
#Ukraine
#russianinvasion
#WebSummit
#RussianWarCrimes
https://t.co/Ltb94dD4Yg",Ireland,en
2022-11-03 23:51:35+00:00,https://twitter.com/empreendedorco/status/1588318000410775552,empreendedorco,"O Web Summit alcançou 71.033 participantes. A edição de 2022 ocupa 204.386 metros quadrados e apresenta 2.296 startups 
https://t.co/fgoKCsLv4j https://t.co/o1XuUqADEQ",,pt
2022-11-03 23:51:26+00:00,https://twitter.com/empreendedorco/status/1588317964411047937,empreendedorco,"A Microsoft vai apoiar 20 startups integrantes do seu programa Microsoft for Startups Founders Hub a participar na Web Summit. 
https://t.co/CdCVwjUnTB https://t.co/0v4tfGol6n",,ca
2022-11-03 23:44:53+00:00,https://twitter.com/ClefsdorMining/status/1588316315831635968,ClefsdorMining,"やはり #イーロン+ #バイナンス
CZ氏がWeb Summitでの伝統金融に興味示して10億ドル以上用意

先日イーロン・マスクのツイッター買収に5億ドルを投入

#Web3 #DeFi を伝統金融 #Web2 に融合させる戦略

https://t.co/zkGj0CYDXb",,ja
2022-11-03 23:44:29+00:00,https://twitter.com/Jennife68052637/status/1588316213981376512,Jennife68052637,PyronoidD it's the crypto stage within the web summit conference. https://t.co/WXriYrr1fm,Maui Nō Ka ʻOi,en
2022-11-03 23:42:34+00:00,https://twitter.com/lukezvapor/status/1588315730398822401,lukezvapor,I can't believe we got any content out of Niki at web summit,pt | totemtwt main,en
2022-11-03 23:39:38+00:00,https://twitter.com/jmocavadas/status/1588314992126099456,jmocavadas,faltei a web summit e perdi a Cristina Ferreira. riscos que se correm “por um prazer secreto de faltar”#WebSummit2022,,pt
2022-11-03 23:34:14+00:00,https://twitter.com/gmarimer/status/1588313634031050753,gmarimer,"Also an energy war caused by the misinformation in the far left propaganda and policies based on carbon/climate. 

Via @euronews: Web Summit 2022: Microsoft pledges further €100 million to support Ukraine in 'technological war'
https://t.co/hpRTSckJVW",bayside melbourne,en
2022-11-03 23:33:27+00:00,https://twitter.com/geekinteger/status/1588313436165148673,geekinteger,"At Web Summit, 'Bored Apes' emerge from swamp but remain murky
#TechNews #Technology
https://t.co/0bOT1mi2bO",,en
2022-11-03 23:32:02+00:00,https://twitter.com/W3B_news/status/1588313079833567232,W3B_news,"Web Summit Lisbon, Nov. 3: Latest updates from Cointelegraph ground team https://t.co/c2lAe284M4","New York, NY",en
2022-11-03 23:31:40+00:00,https://twitter.com/donalilian/status/1588312986476855296,donalilian,Eu ganhei uma vaquinha de pelúcia no Web summit. É sobre isso.,"Lisbon, Portugal",pt
2022-11-03 23:28:50+00:00,https://twitter.com/Miguel0Antunes1/status/1588312277136314368,Miguel0Antunes1,"Olena Zelenska, first lady of Ukraine at Web Summit 2022 https://t.co/SnyBwv5XQn via @YouTube","Sintra, Portugal",en
2022-11-03 23:25:39+00:00,https://twitter.com/dn_dynamite43/status/1588311473109237761,dn_dynamite43,Mas quem é que foi a alminha que achou boa ideia trazer a parola da Cristina Ferreira ao Web Summit? 🤦‍♂️ https://t.co/qomV7j4BUT,,pt
2022-11-03 23:24:44+00:00,https://twitter.com/ifeedpt/status/1588311245417238528,ifeedpt,iFeed Talks - ESPECIAL Web Summit Dia 2 https://t.co/onlyI9n7SS,,en
2022-11-03 23:24:32+00:00,https://twitter.com/alevtina_ev/status/1588311192224894978,alevtina_ev,"Masterclass with Cliff R. Bockard was a highlight of the 2nd day of Web Summit! 

For RESEARCHPRENEURS - we provide research as a service to startups - was extremely valuable to zoom out and identify key milestones and marketing strategies based on shared…https://t.co/IkW65sNbGP","Berlin, Germany",en
2022-11-03 23:23:03+00:00,https://twitter.com/Cleeeese/status/1588310818000867329,Cleeeese,"""Figuras significativas"" quiseram cancelar Noam Chomsky na Web Summit, revela Cosgrave https://t.co/hGXegkpuvC https://t.co/9DR3dFK4Tr",,pt
2022-11-03 23:20:22+00:00,https://twitter.com/donalilian/status/1588310143204085761,donalilian,"Web Summit tem sido maneiro por vários motivos, mas o principal deles é me provar que fluência no inglês não é problema.","Lisbon, Portugal",pt
2022-11-03 23:19:51+00:00,https://twitter.com/jeanprytyskacz/status/1588310015231889409,jeanprytyskacz,The Sandbox co-founder explains how the metaverse has evolved for brands: Web Summit 2022 https://t.co/tUbNLp3LXR,New York City and Long Island,en
